client,purchase_date,product,price
Tanya Mercado,2022-08-12,Phone,472
Heather Herrera,2022-08-18,TV,1805
Heather Herrera,2022-08-30,coffee machine,4355
Heather Herrera,2022-08-16,Laptop,1896
Kelli Figueroa,2022-08-18,Microwave oven,386
Joseph Park,2022-08-15,TV,2090
Joseph Park,2022-08-14,Microwave oven,279
Joseph Park,2022-08-24,Microwave oven,176
Scott George,2022-08-26,Laptop,874
Scott George,2022-08-28,Phone,1225
Scott George,2022-08-11,Laptop,2345
Beth Scott,2022-08-17,Vacuum cleaner,712
Jonathan Nguyen,2022-08-12,Phone,1153
Eduardo Richards,2022-08-24,Laptop,1322
Linda Zavala,2022-08-12,Laptop,1624
Linda Zavala,2022-08-21,Laptop,605
Linda Zavala,2022-08-6,TV,2173
Amanda Moreno,2022-08-26,Phone,573
Amanda Moreno,2022-08-5,Laptop,2381
Amanda Moreno,2022-08-26,TV,909
Stephanie Brewer,2022-08-6,Vacuum cleaner,388
Stephanie Brewer,2022-08-6,Phone,1476
Stephanie Brewer,2022-08-2,Phone,403
Michael Ross,2022-08-7,TV,2462
Michael Ross,2022-08-19,TV,592
Shari Bolton,2022-08-22,TV,1735
Rita Tanner,2022-08-11,Vacuum cleaner,785
Rita Tanner,2022-08-28,TV,1481
Rita Tanner,2022-08-15,Laptop,1386
Wendy Gonzalez,2022-08-10,coffee machine,3853
Wendy Gonzalez,2022-08-8,Phone,591
Antonio Williams,2022-08-13,coffee machine,4942
Edward Bennett,2022-08-2,Phone,1264
Edward Bennett,2022-08-29,Laptop,1773
Jared Rangel,2022-08-5,Microwave oven,435
Jared Rangel,2022-08-6,Phone,1497
Jared Rangel,2022-08-21,coffee machine,4858
Gail Franklin,2022-08-19,Microwave oven,363
Gail Franklin,2022-08-5,Microwave oven,199
Gail Franklin,2022-08-9,Vacuum cleaner,106
John Nolan,2022-08-23,Microwave oven,231
Kevin Powell,2022-08-22,TV,768
Kevin Powell,2022-08-22,TV,738
Amanda Gutierrez,2022-08-4,Microwave oven,254
Brian Christian,2022-08-22,Laptop,2405
Brian Christian,2022-08-7,Phone,1222
Julia Duncan,2022-08-20,Microwave oven,544
Brittany Huber,2022-08-30,TV,970
Jordan Parker,2022-08-17,Phone,412
Jordan Parker,2022-08-19,Vacuum cleaner,582
Kevin Best,2022-08-21,Laptop,2825
Kevin Best,2022-08-17,Microwave oven,367
David Parsons,2022-08-25,Microwave oven,589
David Parsons,2022-08-9,Vacuum cleaner,604
Kevin Ward,2022-08-21,coffee machine,3788
Kevin Ward,2022-08-12,Vacuum cleaner,109
Seth Scott,2022-08-1,Microwave oven,239
Donald Pineda,2022-08-9,Vacuum cleaner,364
Donald Pineda,2022-08-11,Phone,173
Jason Brown,2022-08-3,coffee machine,3959
Angela Mendez,2022-08-11,Laptop,2159
Courtney Newton,2022-08-11,Phone,514
Tammy Myers,2022-08-17,Laptop,3450
Tammy Myers,2022-08-25,Phone,1201
Mitchell Small,2022-08-1,TV,1716
Tanner Burch,2022-08-7,coffee machine,2568
Tanner Burch,2022-08-12,Microwave oven,444
Tanner Burch,2022-08-20,Microwave oven,192
Sarah Mckinney,2022-08-14,Laptop,2574
Sarah Mckinney,2022-08-26,Vacuum cleaner,393
Marissa Giles,2022-08-25,Laptop,3307
Marissa Giles,2022-08-26,Microwave oven,240
Brittany Carlson,2022-08-20,coffee machine,857
Michael Donovan,2022-08-15,Vacuum cleaner,790
Michael Donovan,2022-08-18,Phone,1185
Michael Donovan,2022-08-3,coffee machine,3536
James Maxwell,2022-08-7,TV,995
Taylor Davis,2022-08-29,Laptop,2203
Taylor Davis,2022-08-15,TV,1925
Taylor Davis,2022-08-23,TV,748
Teresa Scott,2022-08-16,TV,921
Teresa Scott,2022-08-7,Vacuum cleaner,777
Benjamin Erickson,2022-08-10,coffee machine,1896
Eugene Klein,2022-08-2,Vacuum cleaner,208
Eugene Klein,2022-08-5,TV,1686
Joseph Thomas,2022-08-13,Phone,472
Ann Mcconnell,2022-08-23,Laptop,2037
Ann Mcconnell,2022-08-15,Phone,1314
Ann Mcconnell,2022-08-3,Microwave oven,447
Sarah Brewer,2022-08-15,Vacuum cleaner,630
Stephanie Smith,2022-08-28,Laptop,2982
Kevin Watson,2022-08-16,TV,1543
Kevin Watson,2022-08-14,TV,1981
Kevin Watson,2022-08-30,coffee machine,1839
Kimberly Thompson,2022-08-2,Microwave oven,494
Kimberly Thompson,2022-08-1,Microwave oven,530
Stacy Walker,2022-08-25,Phone,335
Stacy Walker,2022-08-21,Vacuum cleaner,550
Charles Lucas,2022-08-2,TV,2194
Charles Lucas,2022-08-14,Phone,536
Charles Lucas,2022-08-18,Microwave oven,562
Sherry Brooks,2022-08-29,Microwave oven,153
Sherry Brooks,2022-08-16,Phone,1368
Sherry Brooks,2022-08-29,TV,1109
Roger Faulkner,2022-08-4,Laptop,1724
Roger Faulkner,2022-08-9,Vacuum cleaner,665
Roger Faulkner,2022-08-11,Phone,150
Chad Bailey,2022-08-1,Laptop,1362
Kimberly Santana,2022-08-1,Phone,860
Kimberly Santana,2022-08-19,coffee machine,1844
Roger Williamson,2022-08-23,Vacuum cleaner,371
Roger Williamson,2022-08-13,coffee machine,394
Roger Williamson,2022-08-28,Vacuum cleaner,622
Sean Irwin,2022-08-17,Vacuum cleaner,743
Sean Irwin,2022-08-8,TV,505
Sean Irwin,2022-08-26,Phone,529
Samantha Davis,2022-08-15,TV,1846
Samantha Davis,2022-08-29,Microwave oven,220
Joseph Huynh,2022-08-22,Phone,820
Joseph Huynh,2022-08-14,Microwave oven,117
Raymond Harris,2022-08-21,Vacuum cleaner,296
Tracy Taylor,2022-08-1,Microwave oven,476
Tracy Taylor,2022-08-10,coffee machine,858
Holly Owens,2022-08-15,Laptop,3328
Holly Owens,2022-08-23,Vacuum cleaner,270
Kristin Randall,2022-08-14,Vacuum cleaner,553
Peter Hodge,2022-08-17,TV,763
Peter Hodge,2022-08-18,Laptop,3100
Peter Hodge,2022-08-25,coffee machine,1764
Danny Harper,2022-08-16,coffee machine,1389
Danny Harper,2022-08-2,Microwave oven,144
Danny Harper,2022-08-17,Vacuum cleaner,291
Karen Gonzalez,2022-08-2,Microwave oven,184
Kelly Norris,2022-08-1,coffee machine,199
Kelly Norris,2022-08-8,Vacuum cleaner,640
Kelly Norris,2022-08-7,Phone,1313
Jamie Hartman,2022-08-3,coffee machine,1646
Danielle Friedman,2022-08-21,TV,2307
Danielle Friedman,2022-08-2,TV,1420
Richard Wallace,2022-08-11,Phone,471
Hailey Johns,2022-08-16,TV,2268
Rebecca Kerr,2022-08-4,Laptop,2236
Rebecca Kerr,2022-08-27,Vacuum cleaner,464
Richard Zimmerman,2022-08-3,Phone,741
Kevin Espinoza,2022-08-18,coffee machine,1791
Kevin Espinoza,2022-08-18,Vacuum cleaner,558
Kevin Espinoza,2022-08-4,Phone,590
Stephanie Terrell,2022-08-2,coffee machine,3931
Stephanie Terrell,2022-08-25,Phone,661
Stephanie Terrell,2022-08-6,Vacuum cleaner,608
Larry Hopkins,2022-08-14,coffee machine,2273
Larry Hopkins,2022-08-20,Phone,503
Alexander Roy,2022-08-29,TV,1968
Alexander Roy,2022-08-1,Vacuum cleaner,482
Ronald Avila,2022-08-19,TV,2413
Ronald Avila,2022-08-11,Laptop,2682
Kimberly Phillips,2022-08-5,Laptop,962
Kimberly Phillips,2022-08-9,Phone,970
Kimberly Phillips,2022-08-6,Microwave oven,155
Nicole Flynn,2022-08-5,coffee machine,634
Christopher Nelson,2022-08-17,Phone,565
Christopher Nelson,2022-08-28,TV,1676
Christopher Nelson,2022-08-27,coffee machine,2527
Scott Hernandez,2022-08-27,Vacuum cleaner,587
Scott Hernandez,2022-08-19,Laptop,1163
Kelsey Webb,2022-08-28,Laptop,1559
Kelsey Webb,2022-08-30,Phone,726
Marcus Bates,2022-08-5,Vacuum cleaner,622
Marcus Bates,2022-08-4,coffee machine,4199
Brittany Payne,2022-08-10,coffee machine,3731
Karen Potter,2022-08-27,coffee machine,1753
Karen Potter,2022-08-26,Microwave oven,559
Karen Potter,2022-08-11,Laptop,556
Anna White,2022-08-19,TV,1443
Anna White,2022-08-8,Phone,474
Katherine Barton,2022-08-8,TV,1460
Susan Wheeler,2022-08-15,Phone,1048
Susan Wheeler,2022-08-5,Vacuum cleaner,203
Susan Wheeler,2022-08-11,Vacuum cleaner,711
Kelly Carlson,2022-08-30,Vacuum cleaner,291
Lauren Knapp,2022-08-10,Vacuum cleaner,168
Breanna Le,2022-08-24,Laptop,882
Mary Alexander,2022-08-24,Laptop,1233
Mary Alexander,2022-08-10,Laptop,522
William Snyder,2022-08-20,Vacuum cleaner,394
William Snyder,2022-08-7,Microwave oven,323
William Snyder,2022-08-20,Vacuum cleaner,489
Amanda Alexander,2022-08-8,Laptop,2951
Amanda Alexander,2022-08-26,TV,2069
Amanda Alexander,2022-08-5,TV,1309
Diane Small,2022-08-14,Laptop,1173
Diane Small,2022-08-11,TV,1323
Amanda Peterson,2022-08-1,Microwave oven,575
Amanda Peterson,2022-08-7,Vacuum cleaner,330
Ralph Chandler,2022-08-4,Phone,1097
Ralph Chandler,2022-08-25,Laptop,3344
Ralph Chandler,2022-08-11,Laptop,2510
Sarah Krause,2022-08-17,Microwave oven,555
Michael Dominguez,2022-08-17,Vacuum cleaner,338
Michael Dominguez,2022-08-6,Phone,1093
Michael Dominguez,2022-08-1,coffee machine,1081
Breanna Reyes,2022-08-12,Vacuum cleaner,560
Breanna Reyes,2022-08-20,Laptop,3214
Ruth Moore,2022-08-25,Laptop,2194
Ruth Moore,2022-08-6,Laptop,3377
Eric Hammond,2022-08-6,coffee machine,2019
Eric Hammond,2022-08-2,Microwave oven,423
Tamara York,2022-08-10,Laptop,3349
Amanda Mills,2022-08-30,TV,760
Amanda Mills,2022-08-17,coffee machine,4883
Amanda Mills,2022-08-27,TV,1806
Nicole Montgomery,2022-08-17,Microwave oven,357
Rita Pennington,2022-08-11,Laptop,1202
Rita Pennington,2022-08-9,Phone,1439
Kelly Kelley,2022-08-27,Microwave oven,510
Rachel Mccoy,2022-08-28,Phone,574
Rachel Mccoy,2022-08-6,coffee machine,3844
Anthony Gomez,2022-08-10,Microwave oven,182
Anthony Gomez,2022-08-18,Laptop,1538
Jessica Marsh,2022-08-17,Microwave oven,205
Danielle Shields,2022-08-20,Vacuum cleaner,105
Danielle Shields,2022-08-25,Vacuum cleaner,225
Raymond Obrien,2022-08-17,Microwave oven,279
Raymond Obrien,2022-08-2,coffee machine,4932
Raymond Obrien,2022-08-23,Laptop,2162
James Cordova,2022-08-3,Vacuum cleaner,141
Jasmine Jones,2022-08-23,Laptop,1114
Jasmine Jones,2022-08-4,Microwave oven,522
Jasmine Jones,2022-08-13,Microwave oven,205
Shawn Adams,2022-08-25,Microwave oven,274
Shawn Adams,2022-08-11,Phone,1077
Jessica Foster,2022-08-1,Vacuum cleaner,269
Jessica Foster,2022-08-2,TV,624
Jessica Foster,2022-08-30,TV,810
Scott Perry,2022-08-27,coffee machine,1138
Nicholas Bradley,2022-08-17,Microwave oven,344
Nicholas Bradley,2022-08-13,Vacuum cleaner,581
Nicole Rodriguez,2022-08-12,coffee machine,2646
Nicole Rodriguez,2022-08-4,Phone,556
Nicole Rodriguez,2022-08-12,TV,2116
Ann Frank,2022-08-29,Phone,329
Ann Frank,2022-08-3,TV,602
Ann Frank,2022-08-6,Vacuum cleaner,108
Cassandra Harris,2022-08-1,coffee machine,332
Cassandra Harris,2022-08-17,TV,1943
Amanda Bates,2022-08-19,Vacuum cleaner,800
Amanda Bates,2022-08-5,Phone,877
Jay Diaz,2022-08-18,TV,2013
Jay Diaz,2022-08-2,Vacuum cleaner,462
Caleb Rojas,2022-08-26,Vacuum cleaner,281
Melinda Carter,2022-08-12,Laptop,3474
Melinda Carter,2022-08-2,coffee machine,1230
Melinda Carter,2022-08-15,Laptop,2575
Adrian Gross,2022-08-13,Vacuum cleaner,569
Adrian Gross,2022-08-30,Vacuum cleaner,618
Kristina Ramirez,2022-08-28,Phone,935
Kristina Ramirez,2022-08-9,Phone,526
Kristen Anderson,2022-08-8,Laptop,889
Linda Gardner,2022-08-1,Laptop,3249
Linda Gardner,2022-08-19,Laptop,3202
Linda Gardner,2022-08-10,Laptop,2313
Jessica Mccoy,2022-08-16,TV,770
Jessica Mccoy,2022-08-10,TV,1469
Jessica Mccoy,2022-08-21,TV,611
Carl Lopez,2022-08-22,TV,2152
Troy Ellis,2022-08-22,Phone,253
Troy Ellis,2022-08-11,Vacuum cleaner,445
Troy Ellis,2022-08-27,Microwave oven,159
Kristie Gonzalez,2022-08-4,Vacuum cleaner,423
Jason Romero,2022-08-4,coffee machine,3866
Jason Romero,2022-08-8,Microwave oven,248
Leah Garza,2022-08-16,Laptop,1726
Christine Aguilar,2022-08-22,Vacuum cleaner,286
Kristi Reyes,2022-08-12,Laptop,3432
Kristi Reyes,2022-08-21,coffee machine,1219
Kristi Reyes,2022-08-24,Vacuum cleaner,264
Joann Lowery,2022-08-8,Microwave oven,421
James Rogers,2022-08-25,Phone,879
Miguel Hernandez,2022-08-27,TV,526
Diane Castillo,2022-08-2,Microwave oven,586
Diane Castillo,2022-08-20,Laptop,1871
Diane Castillo,2022-08-5,Phone,1199
Alexis Lopez,2022-08-7,Microwave oven,224
Gabrielle Taylor,2022-08-2,Microwave oven,226
Erika Rivera,2022-08-2,Phone,799
Sean Russo,2022-08-27,Laptop,2676
Alexander Hendrix,2022-08-13,coffee machine,1423
Alexander Hendrix,2022-08-2,Vacuum cleaner,522
Alexander Hendrix,2022-08-27,Phone,1040
Madeline Wolfe,2022-08-24,TV,2021
Kim Brown,2022-08-7,Vacuum cleaner,91
Kim Brown,2022-08-19,Microwave oven,594
Kim Brown,2022-08-10,Microwave oven,325
John Mason,2022-08-2,Vacuum cleaner,743
John Mason,2022-08-15,Microwave oven,590
John Mason,2022-08-4,Vacuum cleaner,693
Mandy Robinson,2022-08-13,Phone,1215
Mandy Robinson,2022-08-28,Microwave oven,256
Mandy Robinson,2022-08-1,Phone,357
Amanda Wright,2022-08-1,Laptop,2509
Amanda Wright,2022-08-17,Vacuum cleaner,273
Daniel Mccoy,2022-08-17,Laptop,1564
Kristina Bell,2022-08-14,coffee machine,2433
Kristina Bell,2022-08-14,coffee machine,3415
Brittany Fisher,2022-08-26,TV,2495
Brittany Fisher,2022-08-2,Phone,1348
Krystal Phillips,2022-08-1,Phone,340
Krystal Phillips,2022-08-27,coffee machine,3225
Heidi Peters,2022-08-20,TV,2437
Heidi Peters,2022-08-11,TV,1801
Carolyn Martin,2022-08-25,Laptop,3202
Carolyn Martin,2022-08-15,Phone,1049
Carolyn Martin,2022-08-4,Microwave oven,404
William Horne,2022-08-30,coffee machine,3991
William Horne,2022-08-4,Phone,789
William Horne,2022-08-11,Microwave oven,126
Susan Martin,2022-08-30,Phone,1403
Louis Casey,2022-08-5,Phone,1244
Louis Casey,2022-08-11,TV,1263
Eric Donovan,2022-08-5,Phone,260
Eric Donovan,2022-08-22,Phone,1109
Rachel Pruitt,2022-08-14,coffee machine,4214
Leah Taylor,2022-08-11,Laptop,3209
Leah Taylor,2022-08-5,Laptop,2489
Jeffrey Singleton,2022-08-29,Microwave oven,544
Jeffrey Singleton,2022-08-9,Microwave oven,165
Jeffrey Singleton,2022-08-22,Phone,1087
Erica Hensley,2022-08-14,Phone,1218
Erica Hensley,2022-08-30,Phone,674
Autumn Brown,2022-08-1,Vacuum cleaner,445
Autumn Brown,2022-08-1,Vacuum cleaner,566
Nicole Schneider,2022-08-8,coffee machine,4856
Kelli Reyes,2022-08-26,Phone,390
Kelli Reyes,2022-08-18,Phone,152
Jennifer Bernard,2022-08-2,Microwave oven,108
Jennifer Bernard,2022-08-20,Microwave oven,556
Jennifer Bernard,2022-08-12,coffee machine,1753
Holly Johnson,2022-08-22,Phone,1276
Diana Gilbert,2022-08-7,Laptop,3126
Diana Gilbert,2022-08-18,Laptop,2159
Victoria Hall,2022-08-26,Vacuum cleaner,149
Melissa Stout,2022-08-1,TV,1948
Melissa Stout,2022-08-7,Phone,618
Melissa Stout,2022-08-22,coffee machine,2479
Cynthia Stone,2022-08-2,TV,1315
Cynthia Stone,2022-08-13,Microwave oven,407
Cynthia Stone,2022-08-9,TV,1126
Yvonne Patterson,2022-08-20,TV,2221
Yvonne Patterson,2022-08-3,Microwave oven,413
Melissa Schmidt,2022-08-17,Laptop,2571
Melissa Schmidt,2022-08-17,Vacuum cleaner,313
Michelle Salazar,2022-08-20,Phone,984
Johnny Short,2022-08-12,Phone,1472
Johnny Short,2022-08-1,TV,1223
Johnny Short,2022-08-9,Microwave oven,525
Carolyn Anderson,2022-08-30,Laptop,2750
Carolyn Anderson,2022-08-22,Microwave oven,421
Tracy Harris,2022-08-14,TV,653
Jacqueline Garcia,2022-08-6,Vacuum cleaner,763
Ethan Hardin,2022-08-11,TV,1221
Ethan Hardin,2022-08-5,Microwave oven,237
Thomas Pratt,2022-08-8,Phone,1189
Thomas Pratt,2022-08-3,Phone,894
Thomas Barrett,2022-08-18,Phone,232
Thomas Barrett,2022-08-23,Microwave oven,298
Wendy Coleman,2022-08-11,Vacuum cleaner,573
Wendy Coleman,2022-08-17,Vacuum cleaner,332
Stephanie Dalton,2022-08-9,Vacuum cleaner,450
Stephanie Dalton,2022-08-19,Microwave oven,444
Stephanie Dalton,2022-08-19,Vacuum cleaner,99
Nicholas Fisher,2022-08-29,coffee machine,1702
Nicholas Fisher,2022-08-23,Vacuum cleaner,665
Nicholas Fisher,2022-08-5,Vacuum cleaner,181
Anna Edwards,2022-08-20,Microwave oven,593
Dorothy Brown,2022-08-15,coffee machine,2860
Christopher Stewart,2022-08-6,Microwave oven,207
Christopher Stewart,2022-08-5,Microwave oven,152
Stacey Mcgrath,2022-08-5,Laptop,2316
Stacey Mcgrath,2022-08-9,Laptop,1736
Benjamin Hawkins,2022-08-22,Laptop,945
Benjamin Hawkins,2022-08-8,Phone,1484
Steven Butler,2022-08-4,Phone,1390
Steven Butler,2022-08-6,Phone,1432
Tim Kennedy,2022-08-3,Laptop,1504
Tim Kennedy,2022-08-20,coffee machine,2613
Tim Kennedy,2022-08-13,TV,1354
Alyssa Landry,2022-08-13,Phone,585
Alyssa Landry,2022-08-6,coffee machine,4911
Alyssa Landry,2022-08-4,Microwave oven,235
Eric Caldwell,2022-08-17,coffee machine,923
John Rivera,2022-08-14,Vacuum cleaner,274
John Rivera,2022-08-21,Laptop,1216
John Rivera,2022-08-8,coffee machine,3370
Autumn Lee,2022-08-16,Microwave oven,507
Autumn Lee,2022-08-20,Laptop,2932
Autumn Lee,2022-08-14,Phone,1181
Valerie Stewart,2022-08-15,Microwave oven,265
Pamela Rowe,2022-08-8,TV,647
Pamela Rowe,2022-08-4,TV,2052
Sheila Smith,2022-08-20,Laptop,3009
Sheila Smith,2022-08-10,Phone,1258
Sheila Smith,2022-08-17,Phone,241
Jessica Collins,2022-08-25,Microwave oven,330
Jessica Collins,2022-08-4,coffee machine,2919
Jonathan Kelly,2022-08-11,Phone,1061
Jonathan Kelly,2022-08-7,Vacuum cleaner,580
Amanda Padilla,2022-08-25,Laptop,1435
Amanda Padilla,2022-08-4,Phone,869
Amanda Padilla,2022-08-9,Phone,532
Anita Gomez,2022-08-29,Phone,1268
Anita Gomez,2022-08-28,coffee machine,1181
Linda Gill,2022-08-6,Microwave oven,476
Kelly Alvarado,2022-08-18,Vacuum cleaner,610
Wayne Parks,2022-08-14,Microwave oven,387
Wayne Parks,2022-08-8,Phone,927
William Brooks,2022-08-18,Microwave oven,346
William Brooks,2022-08-29,coffee machine,851
William Brooks,2022-08-13,Microwave oven,511
Caitlyn Valdez,2022-08-6,TV,1153
Caitlyn Valdez,2022-08-16,Phone,532
Jennifer Booker,2022-08-12,TV,2278
Timothy Lee,2022-08-29,TV,1097
Timothy Lee,2022-08-28,Phone,1026
Kelli Wilkinson,2022-08-7,Microwave oven,283
Deanna Castillo,2022-08-7,Vacuum cleaner,388
Deanna Castillo,2022-08-9,coffee machine,1802
Christine Anderson,2022-08-5,coffee machine,276
Christine Anderson,2022-08-1,Laptop,2949
Christine Anderson,2022-08-8,Laptop,2460
Samantha Lane,2022-08-4,coffee machine,2860
Margaret Graves,2022-08-6,Vacuum cleaner,193
Margaret Graves,2022-08-29,Phone,641
Robert Watkins,2022-08-27,coffee machine,162
Robert Watkins,2022-08-2,Microwave oven,335
Taylor Patterson,2022-08-23,Phone,351
Ryan King,2022-08-13,coffee machine,4009
Ryan King,2022-08-14,Vacuum cleaner,120
Cristina Mccormick,2022-08-8,coffee machine,4903
Cristina Mccormick,2022-08-22,TV,2106
Cristina Mccormick,2022-08-25,Laptop,2098
Shannon Jones,2022-08-2,Vacuum cleaner,103
Shannon Jones,2022-08-17,Laptop,3125
Shannon Jones,2022-08-17,coffee machine,421
Joshua Wilkinson,2022-08-26,Vacuum cleaner,203
Joshua Wilkinson,2022-08-22,Vacuum cleaner,530
Joshua Wilkinson,2022-08-24,TV,1690
Lisa Stephenson,2022-08-27,Vacuum cleaner,767
Charles Singleton,2022-08-21,Phone,255
Charles Singleton,2022-08-6,TV,1208
Charles Singleton,2022-08-19,Microwave oven,489
Jeffery Barker,2022-08-24,TV,1952
Nancy Andersen,2022-08-3,Phone,686
Julie Gallegos,2022-08-4,Phone,544
Julie Gallegos,2022-08-8,Laptop,2805
Julie Gallegos,2022-08-13,coffee machine,1806
Desiree Miller,2022-08-11,TV,1645
Jake Gordon,2022-08-13,Vacuum cleaner,743
Valerie Flores,2022-08-13,coffee machine,3153
John Chandler,2022-08-28,Phone,269
Kathleen West,2022-08-5,Laptop,698
Jodi Moss,2022-08-15,coffee machine,1072
Christopher Pennington,2022-08-11,TV,1057
Christopher Pennington,2022-08-13,Laptop,1875
Christopher Pennington,2022-08-18,TV,1786
Michelle Huang,2022-08-25,Phone,184
Michelle Huang,2022-08-18,coffee machine,3754
Ashlee Tran,2022-08-7,coffee machine,692
Ashlee Tran,2022-08-5,coffee machine,1116
Steven Ross,2022-08-24,Phone,1101
Steven Ross,2022-08-17,Laptop,1703
Teresa Sanchez,2022-08-11,Laptop,2235
Teresa Sanchez,2022-08-18,coffee machine,1608
Audrey Hall,2022-08-16,coffee machine,3596
Audrey Hall,2022-08-29,Microwave oven,534
Audrey Hall,2022-08-1,coffee machine,4442
Eugene Lewis,2022-08-8,TV,704
Eugene Lewis,2022-08-18,Microwave oven,502
Kayla Arnold,2022-08-2,TV,2392
Ashley Snyder,2022-08-22,Microwave oven,488
Ashley Snyder,2022-08-30,Vacuum cleaner,523
Ashley Snyder,2022-08-13,Microwave oven,358
Linda Parker,2022-08-24,Laptop,668
Linda Parker,2022-08-10,Microwave oven,435
Maria Hale,2022-08-17,coffee machine,2136
Maria Hale,2022-08-2,Microwave oven,361
Ashlee Owens,2022-08-21,Microwave oven,235
Brandy Watson,2022-08-16,Vacuum cleaner,691
Brandy Watson,2022-08-9,Phone,1373
Juan Fisher,2022-08-25,Vacuum cleaner,574
Juan Fisher,2022-08-4,Microwave oven,459
Kimberly Dyer,2022-08-26,coffee machine,4573
Kimberly Dyer,2022-08-15,TV,2239
Kathy Beck,2022-08-27,Laptop,1968
Kathy Beck,2022-08-3,Microwave oven,570
Jonathan Olson,2022-08-12,Microwave oven,275
Jonathan Olson,2022-08-30,TV,1083
Jonathan Olson,2022-08-24,Microwave oven,230
Mary Harding,2022-08-29,Laptop,706
Melissa Huber,2022-08-3,Microwave oven,167
Melissa Huber,2022-08-19,coffee machine,2366
Diane Johnson,2022-08-22,Phone,1133
Diane Johnson,2022-08-4,TV,1785
Timothy Russell,2022-08-6,coffee machine,988
Timothy Russell,2022-08-1,Phone,1105
Timothy Russell,2022-08-26,Microwave oven,186
Kevin Douglas,2022-08-12,Laptop,3312
Kevin Douglas,2022-08-18,coffee machine,245
Kevin Douglas,2022-08-25,Laptop,1427
Henry Young,2022-08-24,Vacuum cleaner,578
Robert Garcia,2022-08-26,Vacuum cleaner,164
Robert Garcia,2022-08-12,coffee machine,1508
Robert Garcia,2022-08-17,Microwave oven,230
Tamara Shannon,2022-08-13,TV,1950
Tamara Shannon,2022-08-24,Laptop,2946
Tamara Shannon,2022-08-12,Microwave oven,127
Eric Oneill,2022-08-26,coffee machine,188
Erica Torres,2022-08-3,Phone,689
Erica Torres,2022-08-25,TV,593
Christopher Bryant,2022-08-17,Microwave oven,269
Christopher Bryant,2022-08-10,Vacuum cleaner,220
Christopher Bryant,2022-08-3,Microwave oven,454
Michelle Richardson,2022-08-19,Microwave oven,151
Michelle Richardson,2022-08-22,Phone,945
Joy Snow,2022-08-30,coffee machine,603
Joy Snow,2022-08-25,Phone,152
Andre Mcmillan,2022-08-29,Vacuum cleaner,534
Andre Mcmillan,2022-08-3,Laptop,1249
Andre Mcmillan,2022-08-3,Phone,1335
Sarah Gray,2022-08-29,Laptop,1919
Sarah Gray,2022-08-27,coffee machine,4132
Amy Hughes,2022-08-9,TV,2226
Amy Hughes,2022-08-14,Vacuum cleaner,557
Jessica Johnson,2022-08-30,TV,1975
Jessica Johnson,2022-08-29,Microwave oven,171
Gary Shaw,2022-08-25,coffee machine,1911
Gary Shaw,2022-08-16,Phone,407
Megan Arnold,2022-08-28,Microwave oven,135
Megan Arnold,2022-08-9,Vacuum cleaner,137
James Higgins,2022-08-30,TV,2053
Carolyn Freeman,2022-08-3,Laptop,1672
Brandy Hudson,2022-08-20,TV,1877
Jacob Smith,2022-08-26,Vacuum cleaner,346
Elizabeth Morgan,2022-08-2,Microwave oven,102
Elizabeth Morgan,2022-08-28,Laptop,1123
Felicia Gonzalez,2022-08-7,Microwave oven,455
Carrie Ibarra,2022-08-22,TV,521
Kimberly Diaz,2022-08-16,Microwave oven,257
Kimberly Diaz,2022-08-28,Microwave oven,272
Justin Williams,2022-08-15,coffee machine,2350
Justin Williams,2022-08-5,Microwave oven,477
Justin Williams,2022-08-15,Microwave oven,508
Travis Jones,2022-08-19,coffee machine,489
Travis Jones,2022-08-30,coffee machine,395
Travis Jones,2022-08-12,Laptop,532
Julia French,2022-08-24,Vacuum cleaner,423
Debra Conner,2022-08-7,Vacuum cleaner,312
Gordon Hendrix,2022-08-10,Phone,1463
Gordon Hendrix,2022-08-13,Laptop,1847
Alison Chambers,2022-08-10,Laptop,928
Alison Chambers,2022-08-9,Microwave oven,255
Carlos Horton,2022-08-24,Vacuum cleaner,720
Carlos Horton,2022-08-14,TV,2011
Diane Mckay,2022-08-25,TV,1047
Richard Estrada,2022-08-5,Microwave oven,480
Justin Ramsey,2022-08-16,Microwave oven,145
Mackenzie Soto,2022-08-4,Phone,1376
Mackenzie Soto,2022-08-2,TV,1058
Mackenzie Soto,2022-08-30,Laptop,2014
Ashley Brown,2022-08-11,Laptop,3042
Ashley Brown,2022-08-20,TV,649
Ashley Brown,2022-08-21,Vacuum cleaner,88
Dillon Jarvis,2022-08-27,Vacuum cleaner,768
Dillon Jarvis,2022-08-8,Phone,1024
Dillon Jarvis,2022-08-20,Laptop,3384
Jason Elliott,2022-08-22,Microwave oven,533
Jason Elliott,2022-08-8,Laptop,3010
Kenneth Castro,2022-08-18,TV,2413
Brandon Kelley,2022-08-11,Phone,523
Brandon Kelley,2022-08-13,coffee machine,3688
Alyssa Rodriguez,2022-08-12,Phone,659
Alyssa Rodriguez,2022-08-3,Vacuum cleaner,693
Alyssa Rodriguez,2022-08-27,TV,704
Steven Good,2022-08-11,coffee machine,1988
Steven Good,2022-08-11,Vacuum cleaner,605
Steven Good,2022-08-3,Laptop,508
Matthew Mclaughlin,2022-08-14,Vacuum cleaner,339
Crystal Hudson,2022-08-1,Microwave oven,320
Tabitha Blake,2022-08-30,Microwave oven,574
